demo_name,eval_run,episode_num,success,steps_taken,violations,has_basket_step,has_items_step,has_checkout_step,final_position_x,final_position_y,timestamp
5G_Demonstration,1,0,False,1000,0,-1,-1,-1,3.149999999999999,17.999999999999982,2025-12-08 10:06:40.273070
5G_Demonstration,1,1,False,1000,0,-1,-1,-1,3.149999999999999,17.999999999999982,2025-12-08 10:06:46.999380
5G_Demonstration,1,2,False,1000,0,-1,-1,-1,3.149999999999999,17.999999999999982,2025-12-08 10:06:52.274379
5G_Demonstration,1,3,False,1000,0,-1,-1,-1,3.149999999999999,17.999999999999982,2025-12-08 10:06:56.530069
5G_Demonstration,1,4,False,1000,0,-1,-1,-1,3.149999999999999,17.999999999999982,2025-12-08 10:07:00.833071
5G_Demonstration,1,5,False,1000,0,-1,-1,-1,3.149999999999999,17.999999999999982,2025-12-08 10:07:05.508225
5G_Demonstration,1,6,False,1000,0,-1,-1,-1,3.149999999999999,17.999999999999982,2025-12-08 10:07:09.738423
5G_Demonstration,1,7,False,1000,0,-1,-1,-1,3.149999999999999,17.999999999999982,2025-12-08 10:07:13.947154
5G_Demonstration,1,8,False,1000,0,-1,-1,-1,3.149999999999999,17.999999999999982,2025-12-08 10:07:18.341287
5G_Demonstration,1,9,False,1000,0,-1,-1,-1,3.149999999999999,17.999999999999982,2025-12-08 10:07:22.547579
5G_Demonstration,1,10,False,1000,0,-1,-1,-1,3.149999999999999,17.999999999999982,2025-12-08 10:07:26.528569
5G_Demonstration,1,11,False,1000,0,-1,-1,-1,3.149999999999999,17.999999999999982,2025-12-08 10:07:30.597659
5G_Demonstration,1,12,False,1000,0,-1,-1,-1,3.149999999999999,17.999999999999982,2025-12-08 10:07:34.933366
5G_Demonstration,1,13,False,1000,0,-1,-1,-1,3.149999999999999,17.999999999999982,2025-12-08 10:07:38.888483
5G_Demonstration,1,14,False,1000,0,-1,-1,-1,3.149999999999999,17.999999999999982,2025-12-08 10:07:43.183169
5G_Demonstration,1,15,False,1000,0,-1,-1,-1,3.149999999999999,17.999999999999982,2025-12-08 10:07:49.378560
5G_Demonstration,1,16,False,1000,0,-1,-1,-1,3.149999999999999,17.999999999999982,2025-12-08 10:07:53.278573
5G_Demonstration,1,17,False,1000,0,-1,-1,-1,3.149999999999999,17.999999999999982,2025-12-08 10:07:57.477533
5G_Demonstration,1,18,False,1000,0,-1,-1,-1,3.149999999999999,17.999999999999982,2025-12-08 10:08:01.499663
5G_Demonstration,1,19,False,1000,0,-1,-1,-1,3.149999999999999,17.999999999999982,2025-12-08 10:08:05.967308
5G_Demonstration,1,20,False,1000,0,-1,-1,-1,3.149999999999999,17.999999999999982,2025-12-08 10:08:10.002719
5G_Demonstration,1,21,False,1000,0,-1,-1,-1,3.149999999999999,17.999999999999982,2025-12-08 10:08:13.869897
5G_Demonstration,1,22,False,1000,0,-1,-1,-1,3.149999999999999,17.999999999999982,2025-12-08 10:08:17.683716
5G_Demonstration,1,23,False,1000,0,-1,-1,-1,3.149999999999999,17.999999999999982,2025-12-08 10:08:22.155602
5G_Demonstration,1,24,False,1000,0,-1,-1,-1,3.149999999999999,17.999999999999982,2025-12-08 10:08:25.993876
5G_Demonstration,1,25,False,1000,0,-1,-1,-1,3.149999999999999,17.999999999999982,2025-12-08 10:08:29.879733
5G_Demonstration,1,26,False,1000,0,-1,-1,-1,3.149999999999999,17.999999999999982,2025-12-08 10:08:34.452197
5G_Demonstration,1,27,False,1000,0,-1,-1,-1,3.149999999999999,17.999999999999982,2025-12-08 10:08:38.328401
5G_Demonstration,1,28,False,1000,0,-1,-1,-1,3.149999999999999,17.999999999999982,2025-12-08 10:08:42.435589
5G_Demonstration,1,29,False,1000,0,-1,-1,-1,3.149999999999999,17.999999999999982,2025-12-08 10:08:46.284353
5G_Demonstration,1,30,False,1000,0,-1,-1,-1,3.149999999999999,17.999999999999982,2025-12-08 10:08:50.036832
5G_Demonstration,1,31,False,1000,0,-1,-1,-1,3.149999999999999,17.999999999999982,2025-12-08 10:08:54.184547
5G_Demonstration,1,32,False,1000,0,-1,-1,-1,3.149999999999999,17.999999999999982,2025-12-08 10:08:57.966761
5G_Demonstration,1,33,False,1000,0,-1,-1,-1,3.149999999999999,17.999999999999982,2025-12-08 10:09:02.004452
5G_Demonstration,1,34,False,1000,0,-1,-1,-1,3.149999999999999,17.999999999999982,2025-12-08 10:09:06.180057
5G_Demonstration,1,35,False,1000,0,-1,-1,-1,3.149999999999999,17.999999999999982,2025-12-08 10:09:10.083041
5G_Demonstration,1,36,False,1000,0,-1,-1,-1,3.149999999999999,17.999999999999982,2025-12-08 10:09:14.035264
5G_Demonstration,1,37,False,1000,0,-1,-1,-1,3.149999999999999,17.999999999999982,2025-12-08 10:09:18.222821
5G_Demonstration,1,38,False,1000,0,-1,-1,-1,3.149999999999999,17.999999999999982,2025-12-08 10:09:22.334033
5G_Demonstration,1,39,False,1000,0,-1,-1,-1,3.149999999999999,17.999999999999982,2025-12-08 10:09:25.985490
5G_Demonstration,1,40,False,1000,0,-1,-1,-1,3.149999999999999,17.999999999999982,2025-12-08 10:09:29.862274
5G_Demonstration,1,41,False,1000,0,-1,-1,-1,3.149999999999999,17.999999999999982,2025-12-08 10:09:34.183628
5G_Demonstration,1,42,False,1000,0,-1,-1,-1,3.149999999999999,17.999999999999982,2025-12-08 10:09:38.698007
5G_Demonstration,1,43,False,1000,0,-1,-1,-1,3.149999999999999,17.999999999999982,2025-12-08 10:09:43.015879
5G_Demonstration,1,44,False,1000,0,-1,-1,-1,3.149999999999999,17.999999999999982,2025-12-08 10:09:47.607580
5G_Demonstration,1,45,False,1000,0,-1,-1,-1,3.149999999999999,17.999999999999982,2025-12-08 10:09:51.550105
5G_Demonstration,1,46,False,1000,0,-1,-1,-1,3.149999999999999,17.999999999999982,2025-12-08 10:09:55.780581
5G_Demonstration,1,47,False,1000,0,-1,-1,-1,3.149999999999999,17.999999999999982,2025-12-08 10:09:59.531897
5G_Demonstration,1,48,False,1000,0,-1,-1,-1,3.149999999999999,17.999999999999982,2025-12-08 10:10:03.718422
5G_Demonstration,1,49,False,1000,0,-1,-1,-1,3.149999999999999,17.999999999999982,2025-12-08 10:10:07.886725
5G_Demonstration,1,50,False,1000,0,-1,-1,-1,3.149999999999999,17.999999999999982,2025-12-08 10:10:12.457642
5G_Demonstration,1,51,False,1000,0,-1,-1,-1,3.149999999999999,17.999999999999982,2025-12-08 10:10:16.419929
5G_Demonstration,1,52,False,1000,0,-1,-1,-1,3.149999999999999,17.999999999999982,2025-12-08 10:10:20.146568
5G_Demonstration,1,53,False,1000,0,-1,-1,-1,3.149999999999999,17.999999999999982,2025-12-08 10:10:23.920761
5G_Demonstration,1,54,False,1000,0,-1,-1,-1,3.149999999999999,17.999999999999982,2025-12-08 10:10:28.698453
5G_Demonstration,1,55,False,1000,0,-1,-1,-1,3.149999999999999,17.999999999999982,2025-12-08 10:10:32.721367
5G_Demonstration,1,56,False,1000,0,-1,-1,-1,3.149999999999999,17.999999999999982,2025-12-08 10:10:37.208292
5G_Demonstration,1,57,False,1000,0,-1,-1,-1,3.149999999999999,17.999999999999982,2025-12-08 10:10:41.187249
5G_Demonstration,1,58,False,1000,0,-1,-1,-1,3.149999999999999,17.999999999999982,2025-12-08 10:10:45.117910
5G_Demonstration,1,59,False,1000,0,-1,-1,-1,3.149999999999999,17.999999999999982,2025-12-08 10:10:49.030566
5G_Demonstration,1,60,False,1000,0,-1,-1,-1,3.149999999999999,17.999999999999982,2025-12-08 10:10:52.843025
5G_Demonstration,1,61,False,1000,0,-1,-1,-1,3.149999999999999,17.999999999999982,2025-12-08 10:10:57.009714
5G_Demonstration,1,62,False,1000,0,-1,-1,-1,3.149999999999999,17.999999999999982,2025-12-08 10:11:01.279708
5G_Demonstration,1,63,False,1000,0,-1,-1,-1,3.149999999999999,17.999999999999982,2025-12-08 10:11:05.138979
5G_Demonstration,1,64,False,1000,0,-1,-1,-1,3.149999999999999,17.999999999999982,2025-12-08 10:11:09.863352
5G_Demonstration,1,65,False,1000,0,-1,-1,-1,3.149999999999999,17.999999999999982,2025-12-08 10:11:14.198253
5G_Demonstration,1,66,False,1000,0,-1,-1,-1,3.149999999999999,17.999999999999982,2025-12-08 10:11:18.000297
5G_Demonstration,1,67,False,1000,0,-1,-1,-1,3.149999999999999,17.999999999999982,2025-12-08 10:11:21.872784
5G_Demonstration,1,68,False,1000,0,-1,-1,-1,3.149999999999999,17.999999999999982,2025-12-08 10:11:25.489681
5G_Demonstration,1,69,False,1000,0,-1,-1,-1,3.149999999999999,17.999999999999982,2025-12-08 10:11:29.272807
5G_Demonstration,1,70,False,1000,0,-1,-1,-1,3.149999999999999,17.999999999999982,2025-12-08 10:11:33.909529
5G_Demonstration,1,71,False,1000,0,-1,-1,-1,3.149999999999999,17.999999999999982,2025-12-08 10:11:37.609278
5G_Demonstration,1,72,False,1000,0,-1,-1,-1,3.149999999999999,17.999999999999982,2025-12-08 10:11:41.166969
5G_Demonstration,1,73,False,1000,0,-1,-1,-1,3.149999999999999,17.999999999999982,2025-12-08 10:11:44.762588
5G_Demonstration,1,74,False,1000,0,-1,-1,-1,3.149999999999999,17.999999999999982,2025-12-08 10:11:48.506819
5G_Demonstration,1,75,False,1000,0,-1,-1,-1,3.149999999999999,17.999999999999982,2025-12-08 10:11:52.437555
5G_Demonstration,1,76,False,1000,0,-1,-1,-1,3.149999999999999,17.999999999999982,2025-12-08 10:11:55.997734
5G_Demonstration,1,77,False,1000,0,-1,-1,-1,3.149999999999999,17.999999999999982,2025-12-08 10:12:00.198301
5G_Demonstration,1,78,False,1000,0,-1,-1,-1,3.149999999999999,17.999999999999982,2025-12-08 10:12:04.382038
5G_Demonstration,1,79,False,1000,0,-1,-1,-1,3.149999999999999,17.999999999999982,2025-12-08 10:12:08.001926
5G_Demonstration,1,80,False,1000,0,-1,-1,-1,3.149999999999999,17.999999999999982,2025-12-08 10:12:11.555224
5G_Demonstration,1,81,False,1000,0,-1,-1,-1,3.149999999999999,17.999999999999982,2025-12-08 10:12:15.277253
5G_Demonstration,1,82,False,1000,0,-1,-1,-1,3.149999999999999,17.999999999999982,2025-12-08 10:12:19.270510
5G_Demonstration,1,83,False,1000,0,-1,-1,-1,3.149999999999999,17.999999999999982,2025-12-08 10:12:22.954930
5G_Demonstration,1,84,False,1000,0,-1,-1,-1,3.149999999999999,17.999999999999982,2025-12-08 10:12:26.606924
5G_Demonstration,1,85,False,1000,0,-1,-1,-1,3.149999999999999,17.999999999999982,2025-12-08 10:12:30.258074
5G_Demonstration,1,86,False,1000,0,-1,-1,-1,3.149999999999999,17.999999999999982,2025-12-08 10:12:35.248527
5G_Demonstration,1,87,False,1000,0,-1,-1,-1,3.149999999999999,17.999999999999982,2025-12-08 10:12:39.988527
5G_Demonstration,1,88,False,1000,0,-1,-1,-1,3.149999999999999,17.999999999999982,2025-12-08 10:12:43.884690
5G_Demonstration,1,89,False,1000,0,-1,-1,-1,3.149999999999999,17.999999999999982,2025-12-08 10:12:47.740939
5G_Demonstration,1,90,False,1000,0,-1,-1,-1,3.149999999999999,17.999999999999982,2025-12-08 10:12:51.395883
5G_Demonstration,1,91,False,1000,0,-1,-1,-1,3.149999999999999,17.999999999999982,2025-12-08 10:12:55.133097
5G_Demonstration,1,92,False,1000,0,-1,-1,-1,3.149999999999999,17.999999999999982,2025-12-08 10:12:59.024630
5G_Demonstration,1,93,False,1000,0,-1,-1,-1,3.149999999999999,17.999999999999982,2025-12-08 10:13:02.876671
5G_Demonstration,1,94,False,1000,0,-1,-1,-1,3.149999999999999,17.999999999999982,2025-12-08 10:13:06.869602
5G_Demonstration,1,95,False,1000,0,-1,-1,-1,3.149999999999999,17.999999999999982,2025-12-08 10:13:10.602555
5G_Demonstration,1,96,False,1000,0,-1,-1,-1,3.149999999999999,17.999999999999982,2025-12-08 10:13:14.352889
5G_Demonstration,1,97,False,1000,0,-1,-1,-1,3.149999999999999,17.999999999999982,2025-12-08 10:13:17.985731
5G_Demonstration,1,98,False,1000,0,-1,-1,-1,3.149999999999999,17.999999999999982,2025-12-08 10:13:21.547532
5G_Demonstration,1,99,False,1000,0,-1,-1,-1,3.149999999999999,17.999999999999982,2025-12-08 10:13:25.097557
10B_Demonstration,1,0,False,1000,149,-1,-1,-1,2.25,7.110000000000111,2025-12-08 10:13:28.105718
10B_Demonstration,1,1,False,1000,149,-1,-1,-1,2.25,7.110000000000111,2025-12-08 10:13:30.580226
10B_Demonstration,1,2,False,1000,149,-1,-1,-1,2.25,7.110000000000111,2025-12-08 10:13:32.952887
10B_Demonstration,1,3,False,1000,149,-1,-1,-1,2.25,7.110000000000111,2025-12-08 10:13:35.629215
10B_Demonstration,1,4,False,1000,149,-1,-1,-1,2.25,7.110000000000111,2025-12-08 10:13:38.220794
10B_Demonstration,1,5,False,1000,149,-1,-1,-1,2.25,7.110000000000111,2025-12-08 10:13:40.590702
10B_Demonstration,1,6,False,1000,149,-1,-1,-1,2.25,7.110000000000111,2025-12-08 10:13:43.121147
10B_Demonstration,1,7,False,1000,149,-1,-1,-1,2.25,7.110000000000111,2025-12-08 10:13:45.598843
10B_Demonstration,1,8,False,1000,149,-1,-1,-1,2.25,7.110000000000111,2025-12-08 10:13:47.980290
10B_Demonstration,1,9,False,1000,149,-1,-1,-1,2.25,7.110000000000111,2025-12-08 10:13:50.410998
10B_Demonstration,1,10,False,1000,149,-1,-1,-1,2.25,7.110000000000111,2025-12-08 10:13:52.858699
10B_Demonstration,1,11,False,1000,149,-1,-1,-1,2.25,7.110000000000111,2025-12-08 10:13:55.505012
10B_Demonstration,1,12,False,1000,149,-1,-1,-1,2.25,7.110000000000111,2025-12-08 10:13:58.128678
10B_Demonstration,1,13,False,1000,149,-1,-1,-1,2.25,7.110000000000111,2025-12-08 10:14:00.681810
10B_Demonstration,1,14,False,1000,149,-1,-1,-1,2.25,7.110000000000111,2025-12-08 10:14:03.960356
10B_Demonstration,1,15,False,1000,149,-1,-1,-1,2.25,7.110000000000111,2025-12-08 10:14:06.604371
10B_Demonstration,1,16,False,1000,149,-1,-1,-1,2.25,7.110000000000111,2025-12-08 10:14:09.257434
10B_Demonstration,1,17,False,1000,149,-1,-1,-1,2.25,7.110000000000111,2025-12-08 10:14:12.353766
10B_Demonstration,1,18,False,1000,149,-1,-1,-1,2.25,7.110000000000111,2025-12-08 10:14:15.896231
10B_Demonstration,1,19,False,1000,149,-1,-1,-1,2.25,7.110000000000111,2025-12-08 10:14:18.849836
10B_Demonstration,1,20,False,1000,149,-1,-1,-1,2.25,7.110000000000111,2025-12-08 10:14:21.462440
10B_Demonstration,1,21,False,1000,149,-1,-1,-1,2.25,7.110000000000111,2025-12-08 10:14:24.158615
10B_Demonstration,1,22,False,1000,149,-1,-1,-1,2.25,7.110000000000111,2025-12-08 10:14:26.869769
10B_Demonstration,1,23,False,1000,149,-1,-1,-1,2.25,7.110000000000111,2025-12-08 10:14:29.612288
10B_Demonstration,1,24,False,1000,149,-1,-1,-1,2.25,7.110000000000111,2025-12-08 10:14:32.364829
10B_Demonstration,1,25,False,1000,149,-1,-1,-1,2.25,7.110000000000111,2025-12-08 10:14:35.424005
10B_Demonstration,1,26,False,1000,149,-1,-1,-1,2.25,7.110000000000111,2025-12-08 10:14:38.290236
10B_Demonstration,1,27,False,1000,149,-1,-1,-1,2.25,7.110000000000111,2025-12-08 10:14:41.245226
